,VALOR_14_lag10,PESO_5_lag9,PESO_16_lag9,VALOR_18_lag9,PESO_21_lag8,VALOR_21_lag8,NUM_OPERACIONES_3_lag7,PESO_18_lag7,PESO_19_lag7,VALOR_21_lag6,PESO_4_lag5,PESO_5_lag5,PESO_13_lag5,VALOR_15_lag5,PESO_1_lag4,PESO_6_lag4,VALOR_11_lag4,VALOR_6_lag3,PESO_5_lag2,NUM_OPERACIONES_21_lag2,NUM_OPERACIONES_8_lag1,PESO_9_lag1,PESO_18_lag1,VALOR_16_lag0,PESO_18_lag11,VALOR_14_lag10,NUM_OPERACIONES_6_lag9,PESO_13_lag9,VALOR_14_lag9,PESO_16_lag8,VALOR_18_lag8,VALOR_1_lag7,NUM_OPERACIONES_3_lag7,VALOR_9_lag7,PESO_18_lag7,PESO_21_lag7,VALOR_21_lag7,NUM_OPERACIONES_3_lag6,VALOR_13_lag6,PESO_18_lag6,PESO_19_lag6,PESO_13_lag4,VALOR_15_lag4,VALOR_11_lag3,VALOR_14_lag3,VALOR_6_lag2,VALOR_21_lag2,PESO_5_lag1,PESO_21_lag1,NUM_OPERACIONES_21_lag1,NUM_OPERACIONES_2_lag0,NUM_OPERACIONES_8_lag0,PESO_10_lag0,PESO_13_lag0,PESO_18_lag0,PESO_22_lag11,w_racha_dir_lag10,NUM_OPERACIONES_1_lag9,NUM_OPERACIONES_13_lag9,NUM_OPERACIONES_6_lag8,w_med_lag8,NUM_OPERACIONES_14_lag7,NUM_OPERACIONES_1_lag6,NUM_OPERACIONES_3_lag6,NUM_OPERACIONES_14_lag6,NUM_OPERACIONES_5_lag5,NUM_OPERACIONES_15_lag5,NUM_OPERACIONES_1_lag4,VALOR_4_lag4,PESO_15_lag3,NUM_OPERACIONES_15_lag3,w_racha_speed_lag3,NUM_OPERACIONES_5_lag2,NUM_OPERACIONES_12_lag2,NUM_OPERACIONES_14_lag2,NUM_OPERACIONES_5_lag1,w_racha_speed_lag1,NUM_OPERACIONES_11_lag0,NUM_OPERACIONES_17_lag0,w_racha_speed_lag0,PESO_3_lag11,PESO_11_lag11,VALOR_11_lag11,VALOR_15_lag11,PESO_18_lag11,VALOR_1_lag10,PESO_9_lag10,PESO_18_lag10,PESO_21_lag10,VALOR_21_lag10,PESO_22_lag10,VALOR_3_lag9,PESO_7_lag9,PESO_11_lag9,VALOR_11_lag9,VALOR_13_lag9,PESO_21_lag9,VALOR_21_lag9,PESO_19_lag8,VALOR_4_lag7,PESO_11_lag7,VALOR_11_lag7,VALOR_22_lag7,PESO_1_lag6,PESO_16_lag6,PESO_18_lag6,PESO_20_lag6,VALOR_4_lag5,PESO_9_lag5,VALOR_9_lag5,PESO_18_lag5,PESO_21_lag5,VALOR_21_lag5,PESO_18_lag4,VALOR_18_lag4,PESO_19_lag4,VALOR_2_lag3,PESO_4_lag3,VALOR_4_lag3,VALOR_3_lag2,VALOR_4_lag2,PESO_15_lag2,PESO_18_lag2,VALOR_18_lag2,PESO_1_lag1,PESO_4_lag1,VALOR_8_lag1,PESO_11_lag1,VALOR_11_lag1,PESO_14_lag1,VALOR_14_lag1,VALOR_18_lag1,VALOR_19_lag1,VALOR_6_lag0,VALOR_9_lag0,PESO_18_lag0,VALOR_18_lag0,NUM_OPERACIONES_14_lag11,w_racha_speed_lag11,PESO_15_lag10,hr_lag10,PIB_lag10,VALOR_21_lag9,PESO_22_lag9,VALOR_11_lag8,NUM_OPERACIONES_13_lag7,NUM_OPERACIONES_14_lag5,hr_lag5,VALOR_4_lag4,NUM_OPERACIONES_5_lag3,VALOR_4_lag2,VALOR_15_lag1,VALOR_8_lag0,NUM_OPERACIONES_14_lag0,VALOR_18_lag0,VALOR_19_lag0,PESO_1_lag11,VALOR_3_lag11,VALOR_6_lag11,NUM_OPERACIONES_12_lag10,NUM_OPERACIONES_14_lag10,PESO_17_lag10,w_med_lag10,hr_lag10,hr_lag9,PESO_22_lag8,VALOR_3_lag7,VALOR_11_lag7,NUM_OPERACIONES_1_lag6,NUM_OPERACIONES_13_lag6,VALOR_14_lag5,hr_lag4,NUM_OPERACIONES_1_lag3,VALOR_4_lag3,PESO_21_lag3,NUM_OPERACIONES_5_lag2,VALOR_4_lag1,VALOR_15_lag0
Dic/16,46.0,7173.0,42078.0,250244.07,83412.0,101520.61,2247.0,27018.0,68522.0,37963.4,167817.0,3078.0,64.0,11558.65,0.0,142697.0,8504.63,513071.07,189.0,241.0,113.0,289468.0,75815.0,166960.1,38258.0,46.0,87.0,0.0,2654.65,68354.0,268957.02,66934.29,2247.0,740044.14,27018.0,58563.0,110715.38,1865.0,987.68,25800.0,34512.0,6.0,200437.63,6947.34,351.46,558333.71,46758.04,394.0,2372.0,178.0,101.0,98.0,60949371.0,5140.0,69442.0,1055663.0,24.0,1.0,1.0,97.0,24.0,6.0,5.0,1865.0,4.0,15.0,9.0,0.0,300114.91,100085.0,15.0,21.1,18.0,15.0,4.0,20.0,21.4,16.0,101.0,23.05,2675011.0,808.0,49722.61,63541.14,38258.0,0.0,97963.0,55566.0,33979.0,124553.86,1239772.0,15064437.1,2429763.0,276.0,375.26,7.25,37689.0,78509.35,90445.0,237800.42,9204.0,73416.43,2261931.54,22455.0,26170.0,25800.0,63525.0,245904.38,471439.0,1152615.49,32883.0,66805.0,78649.77,41706.0,190105.42,34298.0,468804.27,326975.0,337868.11,13702843.61,285242.56,2099329.0,22713.0,46877.58,115.0,360620.0,4909673.26,12262.0,28889.12,2134.0,10695.62,367306.93,105812.0,387277.43,892627.02,69442.0,311053.63,0.0,26.1,13087.0,77.0,291178.0,78509.35,821073.0,461.87,1.0,5.0,81.0,300114.91,15.0,285242.56,967707.59,2620563.39,4.0,311053.63,84097.39,40.0,14907680.2,171660.78,19.0,1.0,187884.0,23.0,77.0,79.0,1040839.0,13252530.78,73416.43,5.0,1.0,2930.04,83.0,4.0,337868.11,39672.0,18.0,357924.48,785.22
Ene/17,2654.65,344.0,68354.0,268957.02,58563.0,110715.38,1865.0,25800.0,34512.0,78649.77,200518.0,27683.0,6.0,200437.63,38.0,142722.0,6947.34,558333.71,394.0,178.0,98.0,354209.0,69442.0,137026.81,55566.0,2654.65,97.0,0.0,318.17,38850.0,113215.11,248231.21,1865.0,633447.12,25800.0,24070.0,37963.4,1824.0,1505.98,32883.0,44204.0,476.0,68329.5,386.41,349.55,483040.08,15338.55,26.0,8132.0,303.0,72.0,54.0,47511975.0,0.0,52785.0,1239772.0,26.0,2.0,0.0,95.0,22.0,4.0,0.0,1824.0,5.0,17.0,27.0,4.0,337868.11,2099329.0,17.0,22.5,20.0,23.0,4.0,16.0,23.05,15.0,89.0,26.1,3023868.0,264.0,360.59,15873.98,55566.0,80.96,166944.0,63675.0,37689.0,78509.35,821073.0,12986790.13,1459708.0,234.0,461.87,0.0,83412.0,101520.61,68522.0,241132.16,2791.0,3756.38,2262517.93,0.0,61299.0,32883.0,71970.0,300114.91,439311.0,956079.14,41706.0,30582.0,65641.38,63626.0,293102.8,46690.0,153380.87,287144.0,285242.56,16206772.96,357924.48,1395761.0,75815.0,367306.93,0.0,44755.0,2620563.39,5967.0,4762.32,3014.0,1071.39,311053.63,84097.39,351876.29,1242678.72,52785.0,202007.5,1.0,25.6,3998938.0,79.0,291178.0,101520.61,1040839.0,73416.43,1.0,6.0,83.0,337868.11,18.0,357924.48,785.22,1478539.3,4.0,202007.5,70393.74,0.0,14082570.48,281812.97,21.0,4.0,33275487.0,17.0,79.0,82.0,1271612.0,12531576.51,3756.38,0.0,3.0,8862.19,81.0,1.0,285242.56,25828.0,20.0,93480.94,12119.57
Feb/17,318.17,49.0,38850.0,113215.11,24070.0,37963.4,1824.0,32883.0,44204.0,65641.38,326975.0,58.0,476.0,68329.5,15050.0,155865.0,386.41,483040.08,26.0,303.0,54.0,518507.0,52785.0,157781.25,63675.0,318.17,95.0,1.0,10176.34,26170.0,100814.41,0.0,1824.0,1152615.49,32883.0,66805.0,78649.77,2658.0,649.28,41706.0,34298.0,0.0,1536011.69,28889.12,10695.62,387277.43,44592.2,2941.0,51337.0,314.0,87.0,80.0,4070019.0,698.0,27737.0,821073.0,9.0,5.0,1.0,76.0,24.0,5.0,0.0,2658.0,6.0,15.0,15.0,1.0,285242.56,1395761.0,24.0,21.4,16.0,15.0,4.0,20.0,26.1,13.0,96.0,27.2,4945797.0,276.0,375.26,2148419.87,63675.0,24726.61,237377.0,74159.0,83412.0,101520.61,1040839.0,13252530.78,1421997.0,9204.0,73416.43,81.73,58563.0,110715.38,34512.0,245904.38,201.0,373.01,3538525.3,0.0,78128.0,41706.0,294832.0,337868.11,464319.0,1184445.51,63626.0,39672.0,100551.23,22713.0,46877.58,57719.0,181682.69,360620.0,357924.48,13896753.21,93480.94,117.0,69442.0,311053.63,17000.0,278474.0,1478539.3,338.0,514.78,59.0,311.28,202007.5,70393.74,360602.0,435789.89,27737.0,108398.95,4.0,18.1,13752.0,82.0,276900.0,110715.38,1271612.0,3756.38,3.0,4.0,81.0,285242.56,20.0,93480.94,12119.57,3279539.35,5.0,108398.95,108753.15,1.0,15064437.1,372821.04,29.0,5.0,4093.0,24.0,82.0,81.0,1083855.0,19634617.07,373.01,0.0,2.0,351.46,85.0,3.0,357924.48,2372.0,16.0,304466.02,9023.45
Mar/17,10176.34,48.0,26170.0,100814.41,66805.0,78649.77,2658.0,41706.0,34298.0,100551.23,287144.0,189.0,0.0,1536011.69,115.0,112972.0,28889.12,387277.43,2941.0,314.0,80.0,213104.0,27737.0,149976.66,74159.0,10176.34,76.0,50.0,8573.0,61299.0,114132.73,0.0,2658.0,956079.14,41706.0,30582.0,65641.38,1317.0,21505.56,63626.0,46690.0,625.0,967707.59,4762.32,1071.39,351876.29,78288.37,1652.0,65790.0,279.0,113.0,139.0,26489245.0,1308.0,43858.0,1040839.0,8.0,5.0,1.0,84.0,21.0,6.0,4.0,1317.0,4.0,18.0,17.0,3.0,357924.48,117.0,14.0,23.05,20.0,20.0,4.0,20.0,27.2,12.0,83.0,24.7,2545104.0,234.0,461.87,15988.14,74159.0,66934.29,371147.0,27018.0,58563.0,110715.38,1271612.0,12531576.51,676069.0,2791.0,3756.38,987.68,24070.0,37963.4,44204.0,300114.91,25176.0,8504.63,1977077.18,38.0,33613.0,63626.0,83238.0,285242.56,459047.0,1240748.48,22713.0,25828.0,46758.04,75815.0,367306.93,46561.0,571875.95,44755.0,93480.94,18583574.39,304466.02,10111.0,52785.0,202007.5,0.0,115982.0,3279539.35,171.0,309.28,87.0,373.0,108398.95,108753.15,284026.1,281591.37,43858.0,120042.35,5.0,30.0,3009649.0,81.0,276900.0,37963.4,1083855.0,373.01,2.0,4.0,85.0,357924.48,16.0,304466.02,9023.45,10402683.93,10.0,120042.35,242656.65,1505.0,12986790.13,394979.23,21.0,6.0,25251266.0,22.0,81.0,79.0,1257053.0,22058347.88,8504.63,4.0,5.0,349.55,81.0,0.0,93480.94,8132.0,20.0,155438.55,14821.27
Abr/17,8573.0,3078.0,61299.0,114132.73,30582.0,65641.38,1317.0,63626.0,46690.0,46758.04,360620.0,394.0,625.0,967707.59,0.0,104809.0,4762.32,351876.29,1652.0,279.0,139.0,119922.0,43858.0,264322.74,27018.0,8573.0,84.0,64.0,2930.04,78128.0,190105.42,5600.63,1317.0,1184445.51,63626.0,39672.0,100551.23,2145.0,0.0,22713.0,57719.0,5140.0,785.22,514.78,311.28,360602.0,73434.66,5079.0,6699.0,351.0,94.0,127.0,11619681.0,0.0,22167.0,1271612.0,7.0,0.0,3.0,81.0,27.0,4.0,1.0,2145.0,4.0,20.0,24.0,0.0,93480.94,10111.0,15.0,26.1,20.0,18.0,5.0,23.0,24.7,17.0,121.0,30.0,2689880.0,9204.0,73416.43,2100928.43,27018.0,248231.21,328315.0,25800.0,24070.0,37963.4,1083855.0,19634617.07,1061285.0,201.0,373.01,1505.98,66805.0,78649.77,34298.0,337868.11,15026.0,6947.34,1621881.1,15050.0,71996.0,22713.0,67877.0,357924.48,289468.0,664454.93,75815.0,2372.0,15338.55,69442.0,311053.63,19812.0,113871.38,278474.0,304466.02,15487075.55,155438.55,7587.0,27737.0,108398.95,59127.0,313143.0,10402683.93,254.0,328.95,24444.0,10031.93,120042.35,242656.65,437706.14,148853.33,22167.0,81226.04,6.0,24.2,3519212.0,79.0,276900.0,78649.77,1257053.0,8504.63,5.0,4.0,81.0,93480.94,20.0,155438.55,14821.27,3811339.39,4.0,81226.04,70092.69,3189.0,13252530.78,346879.2,18.0,4.0,62901.0,24.0,79.0,81.0,1030377.0,15012623.96,6947.34,1.0,0.0,10695.62,81.0,1.0,304466.02,51337.0,20.0,459593.51,2977703.98
May/17,2930.04,27683.0,78128.0,190105.42,39672.0,100551.23,2145.0,22713.0,57719.0,15338.55,44755.0,26.0,5140.0,785.22,17000.0,123296.0,514.78,360602.0,5079.0,351.0,127.0,60001.0,22167.0,119101.83,25800.0,2930.04,81.0,6.0,8862.19,33613.0,293102.8,47360.0,2145.0,1240748.48,22713.0,25828.0,46758.04,2059.0,14752.5,75815.0,46561.0,0.0,12119.57,309.28,373.0,284026.1,37842.97,1570.0,6613.0,190.0,42.0,140.0,13802427.0,0.0,16786.0,1083855.0,9.0,0.0,2.0,114.0,24.0,4.0,3.0,2059.0,4.0,16.0,14.0,1.0,304466.02,7587.0,15.0,27.2,23.0,26.0,10.0,15.0,30.0,3.0,36.0,23.9,3346391.0,2791.0,3756.38,2575514.96,25800.0,0.0,471439.0,32883.0,66805.0,78649.77,1257053.0,22058347.88,357290.0,25176.0,8504.63,649.28,30582.0,65641.38,46690.0,285242.56,254.0,386.41,2399691.86,115.0,20819.0,75815.0,77855.0,93480.94,354209.0,892627.02,69442.0,8132.0,44592.2,52785.0,202007.5,34647.0,201781.18,115982.0,155438.55,15908271.6,459593.51,12772.0,43858.0,120042.35,16074.0,208690.0,3811339.39,285.0,445.82,51.0,235.58,81226.04,70092.69,295760.41,913612.92,16786.0,79364.81,4.0,23.6,10202.0,81.0,283781.0,65641.38,1030377.0,6947.34,0.0,4.0,81.0,304466.02,20.0,459593.51,2977703.98,4701173.86,6.0,79364.81,90890.87,22455.0,12531576.51,221659.08,15.0,5.0,59376.0,21.0,81.0,83.0,1374175.0,13702843.61,386.41,3.0,3.0,1071.39,73.0,0.0,155438.55,65790.0,23.0,338135.75,10293.93
Jun/17,8862.19,58.0,33613.0,293102.8,25828.0,46758.04,2059.0,75815.0,46561.0,44592.2,278474.0,2941.0,0.0,12119.57,0.0,85961.0,309.28,284026.1,1570.0,190.0,140.0,412222.0,16786.0,170472.7,32883.0,8862.19,114.0,476.0,351.46,71996.0,46877.58,4451.45,2059.0,664454.93,75815.0,2372.0,15338.55,1839.0,123129.25,69442.0,19812.0,698.0,9023.45,328.95,10031.93,437706.14,27766.46,7591.0,11712.0,30.0,87.0,193.0,8659664.0,0.0,19990.0,1257053.0,6.0,4.0,5.0,85.0,25.0,4.0,0.0,1839.0,4.0,20.0,15.0,0.0,155438.55,12772.0,14.0,24.7,15.0,17.0,4.0,25.0,23.9,16.0,71.0,22.5,6077820.0,201.0,373.01,11558.65,32883.0,0.0,439311.0,41706.0,30582.0,65641.38,1030377.0,15012623.96,1072040.0,15026.0,6947.34,21505.56,39672.0,100551.23,57719.0,357924.48,12262.0,28889.12,3197344.1,0.0,52128.0,69442.0,71023.0,304466.02,518507.0,1242678.72,52785.0,51337.0,78288.37,27737.0,108398.95,53574.0,2115098.18,313143.0,459593.51,13758401.37,338135.75,4048331.0,22167.0,81226.04,3073.0,435797.0,4701173.86,10.0,112.27,24064.0,9303.61,79364.81,90890.87,261253.11,541004.96,19990.0,62234.36,5.0,23.75,324035.0,83.0,283781.0,100551.23,1374175.0,386.41,3.0,4.0,73.0,155438.55,23.0,338135.75,10293.93,5877498.55,5.0,62234.36,167280.5,0.0,19634617.07,363058.79,14.0,6.0,37040912.0,27.0,83.0,81.0,1613547.0,16206772.96,28889.12,0.0,2.0,311.28,83.0,5.0,459593.51,6699.0,15.0,469935.16,68332.52
Jul/17,351.46,189.0,71996.0,46877.58,2372.0,15338.55,1839.0,69442.0,19812.0,78288.37,115982.0,1652.0,698.0,9023.45,59127.0,83912.0,328.95,437706.14,7591.0,30.0,193.0,241750.0,19990.0,273837.44,41706.0,351.46,85.0,0.0,349.55,20819.0,367306.93,0.0,1839.0,892627.02,69442.0,8132.0,44592.2,2076.0,0.0,52785.0,34647.0,1308.0,14821.27,445.82,235.58,295760.41,45553.95,2216.0,47700.0,173.0,95.0,157.0,96970642.0,0.0,26368.0,1030377.0,9.0,1.0,0.0,127.0,19.0,4.0,1.0,2076.0,4.0,20.0,15.0,5.0,459593.51,4048331.0,14.0,30.0,25.0,18.0,6.0,16.0,22.5,11.0,108.0,30.0,5125205.0,25176.0,8504.63,200437.63,41706.0,5600.63,464319.0,63626.0,39672.0,100551.23,1374175.0,13702843.61,1310932.0,254.0,386.41,0.0,25828.0,46758.04,46561.0,93480.94,5967.0,4762.32,1778983.66,17000.0,17092.0,52785.0,68412.0,155438.55,213104.0,435789.89,27737.0,65790.0,73434.66,43858.0,120042.35,68150.0,284604.02,208690.0,338135.75,15653973.18,469935.16,8692.0,16786.0,79364.81,348.0,537418.0,5877498.55,17132.0,38771.21,131.0,432.21,62234.36,167280.5,341178.48,973934.63,26368.0,128630.06,6.0,23.3,100085.0,81.0,283781.0,46758.04,1613547.0,28889.12,2.0,5.0,83.0,459593.51,15.0,469935.16,68332.52,4149411.56,5.0,128630.06,69432.92,0.0,22058347.88,493520.69,21.0,4.0,99312586.0,24.0,81.0,85.0,2282073.0,13896753.21,4762.32,1.0,0.0,373.0,86.0,6.0,338135.75,6613.0,25.0,571532.15,15429010.58
Ago/17,349.55,394.0,20819.0,367306.93,8132.0,44592.2,2076.0,52785.0,34647.0,73434.66,313143.0,5079.0,1308.0,14821.27,16074.0,73582.0,445.82,295760.41,2216.0,173.0,157.0,424554.0,26368.0,38099.58,63626.0,349.55,127.0,625.0,10695.62,52128.0,311053.63,45144.76,2076.0,1242678.72,52785.0,51337.0,78288.37,1611.0,42377.5,27737.0,53574.0,0.0,2977703.98,112.27,9303.61,261253.11,115648.5,1709.0,8493.0,227.0,80.0,181.0,133245936.0,0.0,21448.0,1374175.0,13.0,3.0,3.0,81.0,20.0,4.0,0.0,1611.0,5.0,23.0,14.0,6.0,338135.75,8692.0,15.0,23.9,16.0,9.0,5.0,17.0,30.0,16.0,100.0,22.2,3115258.0,15026.0,6947.34,68329.5,63626.0,47360.0,459047.0,22713.0,25828.0,46758.04,1613547.0,16206772.96,1569340.0,12262.0,28889.12,14752.5,2372.0,15338.55,19812.0,304466.02,338.0,514.78,770265.08,0.0,66300.0,27737.0,73569.0,459593.51,119922.0,281591.37,43858.0,6699.0,37842.97,22167.0,81226.04,33506.0,246306.55,435797.0,469935.16,10233698.2,571532.15,96349.0,19990.0,62234.36,49609.0,344123.0,4149411.56,232.0,249.88,24080.0,9145.16,128630.06,69432.92,422602.87,1101229.71,21448.0,99831.04,4.0,21.1,2099329.0,85.0,266884.0,15338.55,2282073.0,4762.32,0.0,10.0,86.0,338135.75,25.0,571532.15,15429010.58,6486673.48,7.0,99831.04,310482.37,38.0,15012623.96,513071.07,15.0,4.0,412704.0,25.0,85.0,81.0,1647984.0,18583574.39,514.78,0.0,1.0,10031.93,91.0,6.0,469935.16,11712.0,16.0,351044.18,7351223.52
Sep/17,10695.62,26.0,52128.0,311053.63,51337.0,78288.37,1611.0,27737.0,53574.0,37842.97,208690.0,1570.0,0.0,2977703.98,3073.0,52578.0,112.27,261253.11,1709.0,227.0,181.0,489282.0,21448.0,150161.05,22713.0,10695.62,81.0,5140.0,1071.39,17092.0,202007.5,0.0,1611.0,435789.89,27737.0,65790.0,73434.66,1790.0,77818.86,43858.0,68150.0,0.0,10293.93,38771.21,432.21,341178.48,46233.64,1936.0,12060.0,183.0,83.0,73.0,91324.0,0.0,23182.0,1613547.0,7.0,0.0,2.0,58.0,20.0,5.0,5.0,1790.0,10.0,15.0,14.0,6.0,469935.16,96349.0,16.0,22.5,17.0,18.0,5.0,16.0,22.2,16.0,100.0,19.2,2449005.0,254.0,386.41,1536011.69,22713.0,4451.45,289468.0,75815.0,2372.0,15338.55,2282073.0,13896753.21,3179457.0,5967.0,4762.32,123129.25,8132.0,44592.2,34647.0,155438.55,171.0,309.28,1802217.15,59127.0,51173.0,43858.0,62094.0,338135.75,60001.0,148853.33,22167.0,6613.0,27766.46,16786.0,79364.81,34419.0,347937.18,537418.0,571532.15,23802493.18,351044.18,25091535.0,26368.0,128630.06,15036.0,301989.0,6486673.48,2443122.0,507653.88,181.0,713.75,99831.04,310482.37,473844.82,605468.74,23182.0,78026.16,4.0,22.5,1395761.0,81.0,266884.0,44592.2,1647984.0,514.78,1.0,4.0,91.0,469935.16,16.0,351044.18,7351223.52,1602091.88,7.0,78026.16,67800.2,15050.0,13702843.61,558333.71,23.0,4.0,22059338.0,19.0,81.0,81.0,667477.0,15487075.55,309.28,5.0,2.0,235.58,90.0,5.0,571532.15,47700.0,17.0,317361.39,21894.16
Oct/17,1071.39,2941.0,17092.0,202007.5,65790.0,73434.66,1790.0,43858.0,68150.0,27766.46,435797.0,7591.0,0.0,10293.93,348.0,61411.0,38771.21,341178.48,1936.0,183.0,73.0,280377.0,23182.0,133166.7,75815.0,1071.39,58.0,0.0,311.28,66300.0,108398.95,201236.73,1790.0,281591.37,43858.0,6699.0,37842.97,2113.0,0.0,22167.0,33506.0,0.0,68332.52,249.88,9145.16,422602.87,47977.91,6830.0,9497.0,172.0,97.0,92.0,116334428.0,400.0,25414.0,2282073.0,15.0,1.0,0.0,159.0,23.0,10.0,6.0,2113.0,4.0,25.0,15.0,5.0,571532.15,25091535.0,36.0,30.0,16.0,19.0,7.0,20.0,19.2,18.0,62.0,21.7,2855971.0,12262.0,28889.12,967707.59,75815.0,0.0,354209.0,69442.0,8132.0,44592.2,1647984.0,18583574.39,2767615.0,338.0,514.78,0.0,51337.0,78288.37,53574.0,459593.51,254.0,328.95,1560793.41,16074.0,116973.0,22167.0,58747.0,469935.16,412222.0,913612.92,16786.0,11712.0,45553.95,19990.0,62234.36,42580.0,383720.91,344123.0,351044.18,22320570.88,317361.39,12099344.0,21448.0,99831.04,0.0,393699.0,1602091.88,18187.0,25313.09,1989.0,1561.74,78026.16,67800.2,569011.97,665243.22,25414.0,37672.42,4.0,21.4,117.0,81.0,266884.0,78288.37,667477.0,309.28,2.0,6.0,90.0,571532.15,17.0,317361.39,21894.16,1403791.91,7.0,37672.42,206546.06,115.0,16206772.96,483040.08,15.0,4.0,53374964.0,20.0,81.0,73.0,914529.0,15908271.6,328.95,6.0,0.0,9303.61,86.0,5.0,351044.18,8493.0,16.0,348863.49,426711.41
Nov/17,311.28,1652.0,66300.0,108398.95,6699.0,37842.97,2113.0,22167.0,33506.0,45553.95,537418.0,2216.0,0.0,68332.52,49609.0,67641.0,249.88,422602.87,6830.0,172.0,92.0,340285.0,25414.0,51802.85,69442.0,311.28,159.0,698.0,373.0,51173.0,120042.35,160369.8,2113.0,148853.33,22167.0,6613.0,27766.46,2302.0,0.0,16786.0,34419.0,0.0,15429010.58,507653.88,713.75,473844.82,42843.79,5237.0,3454.0,165.0,83.0,166.0,26275512.0,155.0,697892.0,1647984.0,10.0,0.0,1.0,88.0,24.0,4.0,6.0,2302.0,6.0,16.0,16.0,5.0,351044.18,12099344.0,20.0,22.2,20.0,22.0,7.0,21.0,21.7,16.0,94.0,18.9,2095038.0,5967.0,4762.32,785.22,69442.0,45144.76,518507.0,52785.0,51337.0,78288.37,667477.0,15487075.55,2487279.0,171.0,309.28,42377.5,65790.0,73434.66,68150.0,338135.75,285.0,445.82,736443.84,3073.0,53167.0,16786.0,62448.0,571532.15,241750.0,541004.96,19990.0,47700.0,115648.5,26368.0,128630.06,28039.0,264495.17,301989.0,317361.39,13434950.05,348863.49,27051.0,23182.0,78026.16,18501.0,552213.0,1403791.91,313.0,524.37,228.0,1345.02,37672.42,206546.06,470981.75,193214.84,697892.0,899362.77,4.0,23.05,10111.0,73.0,282844.0,73434.66,914529.0,328.95,0.0,5.0,86.0,351044.18,16.0,348863.49,426711.41,2849373.35,10.0,899362.77,330730.2,0.0,13896753.21,387277.43,20.0,4.0,52745449.0,20.0,73.0,83.0,942957.0,13758401.37,445.82,6.0,0.0,432.21,80.0,1.0,317361.39,12060.0,20.0,666198.47,1474586.94
Dic/17,373.0,5079.0,51173.0,120042.35,6613.0,27766.46,2302.0,16786.0,34419.0,115648.5,344123.0,1709.0,0.0,15429010.58,15036.0,114441.0,507653.88,473844.82,5237.0,165.0,166.0,103177.0,697892.0,154674.91,52785.0,373.0,88.0,1308.0,10031.93,116973.0,81226.04,25010.13,2302.0,913612.92,16786.0,11712.0,45553.95,1561.0,0.0,19990.0,42580.0,0.0,7351223.52,25313.09,1561.74,569011.97,35937.33,4012.0,14195.0,184.0,87.0,174.0,19028286.0,995.0,279827.0,667477.0,9.0,5.0,2.0,77.0,30.0,6.0,5.0,1561.0,5.0,17.0,36.0,1.0,317361.39,27051.0,22.0,19.2,21.0,24.0,7.0,20.0,18.9,14.0,87.0,24.2,2666062.0,338.0,514.78,12119.57,52785.0,0.0,213104.0,27737.0,65790.0,73434.66,914529.0,15908271.6,3663372.0,254.0,328.95,77818.86,6699.0,37842.97,33506.0,469935.16,10.0,112.27,2404891.54,348.0,34706.0,19990.0,85463.0,351044.18,424554.0,973934.63,26368.0,8493.0,46233.64,21448.0,99831.04,67554.0,378225.34,393699.0,348863.49,18729423.04,666198.47,146114.0,25414.0,37672.42,52167.0,320805.0,2849373.35,478.0,1826.95,772.0,2879.05,899362.77,330730.2,348511.66,301632.51,279827.0,762228.89,4.0,26.1,7587.0,83.0,282844.0,37842.97,942957.0,445.82,0.0,5.0,80.0,317361.39,20.0,666198.47,1474586.94,2296914.93,7.0,762228.89,94450.33,17000.0,18583574.39,351876.29,18.0,5.0,61415927.0,23.0,83.0,86.0,803946.0,15653973.18,112.27,5.0,0.0,9145.16,78.0,0.0,348863.49,9497.0,21.0,378948.4,1459573.2
